word,definition
A,"1. Kekahi. A dog ran, holo kekahi ilio. 2. He. It is a dog. he ilio ia."
Inexplicable,adj. Hiki ole ke wew hewehe ia; pohihihi.
Mysterious,Eehia; nalo; pohihihi.
Marvelous,Kupaianaha.
Strange,Kupanaha; anoe; kamahao.
Amazing,Kupaianaha; lua ole.
Incomprehensible,Hiki ole i ka naau ke apo aku. SYN. inconceivable.
Notorious,Kaulana ino; wawa ino.
Carefully,Me ke akahele.
Nevertheless,Aka nae; aka hoi. SYN. yet; however.
Notwithstanding,Aka nae. SYN. still.
Laugh,E akaaka.
Laughter,Akaaka.
Shadow,A'ka.
Reflection,1. Poonoo. 2. Anahaanahanaha. 3. He kina'.
Likeness,Kohu like; kii kohu like. SYN. resemblance
Embryo,Ka mole; ka makamua.
Luminous,Malamalama; aiai. SYN. bright.
Visible,Ike maka ia. SYN. apparent.
Manifest,"adj. Moakaka; akakalea, SYN. obvious; evident."
Manifest,n. He pepa hoike ukana nioku.
Manifest,v. E hoike. SYN. exhibit; show.
Plain,Aina papu; aina malaelae.
Plain,Akaka. SYN. evident.
Intelligible,Maopopo; akaka. SYN. plain.
Distinct,1. Kaawale; okoa loa. SYN separate. 2. Moakaka. SYN. clear.
Ridicule,E hoohenehene; e loiloi.
Onion,Akaakai.
Vague,Powehiwehi. SYN. indefinite.
Indistinct,"adj. 1. Powehiwehi. SYN. obscure. Indistinct vision, ike powehiwehi. 2. Nonoa'; koliuliu; laulahea. Indistinct as to sound."
Indistinct,"1. Powehiwehi. SYN. obscure. Indistinct vision, ike powehiwehi. 2. Nonoa'; koliuliu; laulahea. Indistinct as to sound."
Modest,Akahai.
Gentle,1. Laka. SYN. tame. 2. Oluolu. SYN. mild; quiet. 3. Akahai. SYN. meek.
Unassuming,Akahai; hookiekie ole.
Unobtrusive,Akahai. SYN. modest.
Docile,Hoolohe; akahai. SYN. tractable.
Meek,adj. Akahai; haahaa ma kanaau.
One,Hookahi; kekahi.
Inexperienced,adj. Walea ole; maaole; akahiakahi.
Novice,Mea maa ole.
Beginner,"Be-gĭn'ner, n. 1. Mea nana e hookumu i kekahi mea. SYN. originator. 2. Ka mea e hoomaka ana."
Paddle,Hoe waa.
Sail,1. He pea. 2. He hooholo ma ke kai a wai e ae paha.
Sail,"E hooholo; e holo. Sail for pleasure, e kakeie waa."
Snicker,He akaaka kamalii. SYN. giggle.
Split,"1. E ka'ka'. Split wood, e ka'ka' wahie. SYN. cleave. 2. E wahi; e wawahi liilii. SYN. split to pieces. 3. E mokuahana."
Split,"E ka'ka'. Split wood, e ka'ka' wahie. E wahi; e wawahi liilii. E mokuahana."
Chink,n. He owa'; he nakaka.
Separation,Ka hookaawale ana; ke kaaokoa ana.
Crack,n. He nakaka; owaowa; alualua.
Crack,v.1. E kani. Crack a whip; e kani ka huipa. 2. E naka.
Scale,1. He ana. SYN. measure. 2. Na leo pa-ko-li. 3. Unahi. SYN. fish-scale. 4. He papa ana kumukuai; ana uku. 5. He anuu.
Scale,1. E pii iluna. SYN. mount; ascend. 2. E wehe i na unahi. 3. E ana.
Spry,"Ma'ma', SYN. nimble."
Quick,"1. Wikiwiki; mama. 2. Aapo. SYN. ready. Quick to answer, makaukau ma ka haina."
Nimble,Kaukaulele; mama.
Negative,"Emi. A negative quantity, he kuanite emi. SYN. minus. 2. Negative answer, he pane hoole"
Negative,"1. He hoole. The negative, ka aoao hoole. 2. He aniani pai kii pepa"
Poverty,n. He nele; he hune. SYN. penury; want; indigence.
Poor,1. Ilihune; nele. SYN. destitute. 2. Olala; wiwi. SYN. lean. 3. Inoino. SYN. inferior. 4. Kupono ole. SYN. worthless. 5. Onawaliwali. SYN. ill.
Farthing,n. He palekini.
Adam,Lepo ulaula.
Stingy,Pi; aua; hoomakue; puki'.
Miserly,Pi; alunu; puniwaiwai.
Hard,"1. Paa; paakiki. 2. Oolea. A hard man, he kanaka oolea. 3. Pilikia. Hard times, na wa pilikia."
Liver,jL Mea e noho ana. SYN. dweller. 2. Mea e hoolako ana i ka ai. 3. Ake paa.
Desire,"1. E makemake. SYN. wish. 2. To desire greatly, e ake nui; e iini."
Desire,"Ka makemake; ke kuko. 2. Evil desires, na kuko ino. SYN. evil passions."
Wish,E makemake; e ake. SYN. desire.
Eager,Ake nui; iini.
Yearn,v. E iini. SYN. long for. 2. Mokumokuahua.
Fault,n. 1. Hewa. 2. Kina'. SYN. blemish.
Slander,Ealapahi;eakiaki.SYN.calumniate; defame.
Broad,"Laula; akea. SYN. extensive. Broad shouldered, kiwaawaa."
Spacious,Akea. SYN. roomy; ample.
Open,"1. E hamama: e wehe. 2. E mohala. SYN. unfold. 3. E makili. To open the mind, e hoomakili i ka naau."
Unobstructed,Keakea ole ia. SYN. unhindered.
Public,"Ka lahui; ke akea. Public interest, na pono o ka lahui. In public, ma ke akea."
Full,Piha.
Breadth,Laula; akea. SYN. width.
Width,Ka laula'; ke akea.
Starboard,Ka aoao akau o ka moku.
Block,"n. 1. He pauku. A block of wood, he pauku laau. 2. He palaka hiu, mea huki. 3. Children's blocks, mea paani no kamalii."
Block,"v. E papani a paa. Block up the road, e papani a paa i ke alanui. 3. E keakea. Block the side walk, e keakea i ke alanui hele wawae."
Screen,1. E pale; e huna'. SYN. shelter; hide. 2. E kanana. SYN. sift.
Ready,adv. Makaukau; lolii; mio.
Helpful,Makaukau i ke kokua; kokua.
Hinder,Ko hope.
Hinder,E keakea; hoololohi; e hoohakalia. SYN. retard; check.
Obstruct,E keakea; e alalai. SYN. hinder.
Interfere,"1. E komo kuleana ole. SYN. intermeddle.2. E komo mawaena. Interfere to prevent a quarrel, e komo mawaena i ole ai e hakaka'."
Obstruction,Kumu keakea; ku-mu alalai. SYN. hindrance.
Cinder,n. Pula nanahu.
Talk,"n. Kamailio. Loud talk, walaau."
Talk,"v. 1. Talk quietly, e kamailio. SYN. converse. 2. Talk altogether, e hoo-uwauwa; e hauwalaau. SYN. gabble. 3. Talk foolishly, hoohauhili; kualauwili."
Escape,"E holo a pakele;e hee aku. Way of escape, kahi e pakele ai."
Lung,Ake mama.
Boast,v. E kaena; akena; haanou.
Brag,E kaena wale. SYN. boast.
Admire,"E mahalo nui; e apono maikai, SYN. esteem."
Praise,n. Mahalo; hoolea; hoonani.
Agent,"1. He hope; he agena. 2. He kumu; he mana. Fire is an agent of heat, he kumu ke ahi no ka wela."
Factor,n. 1. Helu hana. 2. He agena; he hope.
Oblique,"Hio'. Oblique line, kaha hi-o'."
Consumption,"n. 1. Ka mai hokii. 2. Ka hoopau ana. Consumption of food, ka hoopau ana i ka ai."
Lively,Hoihoi; makaala.
Pleasant,Oluolu; malie; kalaelae.
Contradict,v. E hoopaapaa; e pakike'.
Switch,n. 1. Laau hili. SYN. whip. 2. Hao alakai no ke alanui hao; mea alakai i na kaa ma kekahi alanui e ae. 3. Owili lauoho.
Switch,v. 1. E hili. SYN. whip. 2. E kai i na kaa ahi mai kekahi alanui a i kekahi aku.
Furl,E opiopi. E opiopi i ka pea.
Snap,"1. E uhaki. Snap asunder, e uhaki mawaena. 2. E pai'na. The rope has snapped, paina ke kaula. 3. E uina. Snap the whip, e uina i ka huipa. 4. E pana. SYN. snap the fingers. 5. Kepa, as snap the teeth like a dog. 6. E kanapi, as snap the gun. 7. E keu; olelo kaki."
Scar,"Linalina; moali. Scar from burning, kalakala wela."
Height,"Kiekie. Grand mountain hight, kilakila."
Tip,"1. Piko; wekiu. 2. Tip of the tongue, lau-alelo."
Pillow,Uluna.
Ferment,v. 1. E hoo-hu'ae. 2. E hoo-awaawa.
Ferment,n. 1. He haunaele; uluao'a. 2. Ka hu ana.
Sour,1. Awaawa. 2. Nanau; keemoa. SYN. crabbed.
Bird,"Bīrd, n. He manu o ka lewa. Bird of prey, manu ai i-o."
Acid,He mea awaawa.
Axiom,"Ax'i-om, n. Akiuma, he oiaio maopopo lea."
Round,Poepoe.
Round,1. He puni. 2. Laau poepoe o ke alapii.
Round,"E hoo-popo; e hana a poepoe. To round off corners, e pohe; e pohuku."
Compact,He olelo ae like. SYN. agreement.
Compact,Paa; paapu.
Concise,"adj. Pokole, io nui nae. SYN. terse; succint. A concise statement, he haina pokole i-o nui nae."
Center,Ko waenakonu; kikowaena.
Concentrate,"1. E hooakoakoa ma kahi hookahi. SYN. combine. 2. E kau nui aku. Concentrate your thoughts, e kau nui aku i kou noonoo."
Search,E imi; e huli. SYN. seek; look for.
Seek,E imi; ehuli. SYN. search.
Probe,He kui-hou a ke kauka.
Probe,E hookomo i ke kui hou.
Penetrate,E komohia iloko.
Spy,He kiu.
Spy,1. E hoomaka'kiu. 2. E ike ma kahi mamao. SYN. espy.
Thatch,n. Mea ulu ako hale.
Thatch,v. E ako hale.
Cut,"v. 1. E oki. Cut with a knife, e oki me ka pahi. 2. E Okioki. To cut up in small pieces, e okioki liilii. 3. E kua. To cut down the tree, e kua i ka laau. 4. E moku. Cut a finger, e moku i ka manamana lima. 5. Cut into short pieces, e pohe."
Cut,"v. l. E oki. Cut with a knife, e oki me ka pahi."
Shear,E ako.
Clip,E oki me ka upa'; e oki pokole.
Trim,Aulii; mikioi; maikai. SYN. neat.
Trim,"1. E paipai. Trim a tree, e paipai i ke kumulaau. 2. E hooponopono. Trim sail, e hooponopono i na pea."
Break,"1. E wahi; wawahi; kuipalu. SYN. break down; demolish. 2. E moku; e pai'na, Break a rope, e moku ke kaula. 3. E hai; uhai; uhaki. Break a law, e uhaki i kekahi kanawai. 4. E kipo'. Break open a door, e kipo i ka puka komo. 5. E ulupa'. SYN. dash in pieces. 6. E hoolakalaka. Break a horse to saddle, e hoolakalaka ka lio i ka noho. 7. E popoi. The surf breaks on the shore, ke popoi nei ka nalu ma kahakai. 8. E haalele; e kaaokoa aku. Break away from evil companions, e haalele i na hoalauna ino. 9. E hoopau wale. The meeting was broken up, ua hoopau wale ia ka halawai. 10. E haehae. To break the heart, e haehae i ka naau. 11. The day begins to break, ke wehe nei ke alaula; ke moku nei ka pawa."
Pluck,1. E ohi. SYN. pick. 2. E uhuki. SYN. pull.
Pluck,"Aa; koa, SYN. courage. 2. Ake paa."
Itch,Kakio; meau.
Itch,E maneo.
Assemble,v. E hooakoakoa.
Collected,Pihoihoi ole. SYN. cool; composed.
Congregate,v. E akoakoa pu. SYN. assemble.
Muster,E hoakoakoa. SYN. collect.
Throng,Puuluulu kanaka.
Throng,E kupipi; e akoakoa nui mai.
Collect,"1. E hooakoakoa; hooahu; hoopuupuu. 2. Carefully collect small things, e noii; e nowelo. 3. To collect one's thoughts, e noii i ka manao."
Coral,Ako'ako'a; puna.
Nut,Hua paakiki.
Bloody,adj. Paele i ke koko.
Destitute,Nele; hune.
Shiftless,Loli wale; hawawa.
Fern,n. He laau i ikeia kona mau anoano malalo iho o na Iau; e like me ka palapalai; ke amauu; ka iwaiwa.
Creep,v. E kolo; e kokolo me he keiki la; me he popoki la.
Three,E kolu.
God,1. Ke Akua; Jehova. 2. He akua.
Goddess,Akua wahine.
Spirit,1. Uhane. SYN. soul. 2. He lapu. SYN. ghost. 3. Ano koa. SYN. courage. 4. Hoihoi o ka naau.
Ghost,Uhane lapu.
Devil,He diabolo.
Idol,He akua kii.
Corpse,He kupapau.
Divine,"Ano Akua. _ A divine, he kahunapule."
Divine,"Ano Akua. A divine, he kahunapule."
Supernatural,Eehia; aole no ka honua nei.
Spirits,Na wai ona.
Delegate,1. Ka mea i wae ia; ka me i haawiia ka mana. 2. Lunamakaainana.
Delegate,"E hooili ia hai. To delegate authority, e hooiliia hai ka mana."
Succulent,Momona. SYN. juicy
Herb,Mea ulu palupalu.
Last,1. Ka hope loa. 2. Laau kamaa.
Last,E mau; e paa. SYN. endure.
Fast,v. E hooke' ai.
Fast,adj. 1. Paa. SYN. tight. 2. Ma'ma'. SYN. swift. 3. Uhauha. SYN. dissipated.
Fragrance,He ala.
Perfume,E hoo-pe'.
Perfume,Mea ala; he ala.
Path,Ala; alanui.
Road,Alanui: ala.
Trail,E hookolo; e kauo mahope.
Trail,"1. Meheu. SYN. track. 2. Hu-a'. Trail of a garment, hu-a' aahu."
Awake,Makaala.
Awake,E ala; e makaala.
Awake,"A-wāke', adj. Makaala."
Awake,"A-wāke', v. E ala; e makaala."
Arise,"v. 1. E ala. Questions will arise, e ala mai ana na ninau. 2. E eu."
Aisle,"He ala mawaena o na noho o ka luakini, a hale e ae paha."
Lane,He alanui ololi iwaena o na pa elua.
Ford,Wahi hele wawae o ka muliwai; ke kahawai.
Tribe,Mamo; ohana.
Clan,Ka ohana holookoa mai na kupuna a i na mamo. SYN. tribe.
Thigh,n. U-ha'.
Bridge,"1. Uapo; alahaka. 2. Bridge of the nose, ka iwi o ka ihu."
Trestle,"He mea laau paipai. A trestle bridge, he alahaka i paipaiia maluna o na koo laau."
Ladder,Alapii; alahaka.
Track,1. He meheu; mooa. 2. Alanui.
Track,E alualu. SYN. trace.
Hem,Lepa.
Hem,E humu pelu.
Border,Kae; palena; mokuna; lihi.
Trample,E hehi.
Appropriation,"1. He haawina; Appropriation bill, he bila haawina. 2. He puu dala i hookaawaleia no kekahi hana."
Obstacle,Kumu keakea; kumu alalai.
Lead,Kepau.
Lead,E kai; e alakai.
Guide,He alakai.
Direct,"Moe pololei. The direct road, ke alanui moe pololei."
Direct,E kuhikuhi; e hoopololei.
Leader,He alakai.
Head,Poo.
Head,1. E ku poo; e ku mua. SYN. lead. 2. E keakea; e pale. SYN. head off.
Director,Luna hooponopono.
Jump,"E lele. Jump up and down, elelele; lelelele."
Hurry,E awiwi; e lalelale. 2. E hookikina.
Alligator,He moo nui o na muliwai o America Hema.
Drag,E kauo.
Drag,"He hao kahi lepo; he papa kauo pohaku, lepo, etc."
Bawl,v. E uwa; e uwe nui.
Bleat,"v. E alala', like me ka hipa."
Squeal,"E ui; uiui', e nakolo."
Squeal,"E uwe, mehe puaa la."
Cry,v. 1. E uwe; e hookahe waimaka. SYN. shed tears. 2. E kahea.
Scream,E uwa'; e uwe nui.
Crow,v. E oo mehe moa kane la.
Gargle,E o'lao'la ma ka puu.
Sickly,Onawaliwali; omaimai.
Calm,Malie; lai; pohu.
Calm,E hoomalielie; e hoomaalili; e hoonana. SYN. quiet.
Serene,l. Lai; malie. SYN. calm. 2. Alaneo. SYN. cloudless. 3. Maluhia. SYN. peaceful.
Unclouded,Alaneo.
Emptiness,Ka nele; ka waiho kaawale ana.
Nothing,Aohe no; mea ole.
Desolate,Neoneo; mehameha.
Hermaphrodite,He mahu'.
Moss,Limu.
Orange,Alani.
Athletic,"adj. Ikalka; puipui. SYN. lustv; robust. Athletic sports, na lealea hooikaika kino."
Athlete,"n. Kanaka puipui, kanaka hooikaika kino."
Athlete,"Kanaka puipui, kanaka hooikaika kino"
Tunnel,1. Tini ukuhi. 2. He alanui iloko o ka honua.
Stroke,"1. He kui; hahau; hili. 2. He kaha. Stroke of the pen, kaha ana o ka peni. 3. A good stroke of business, puka pono ma ka oihana. 4. Stroke of the oar, ke ku ana o ka hoe i ka wai. 5. Stroke of sickness, ka loaa ana o ka mai; ka loohia'na o ka mai."
Stroke,E kahi oluolu me ka lima.
Nocturnal,Ma ka po.
Orbit,1. Ke ala hele o na hoku. 2. Ka lua no na maka.
Dust,Lepo aeae.
Dust,E kahili i ka lepo.
Clothes,Lole komo; kapa komo; aahu. SYN. garments.
Envelop,"1. E hoopaapu. Enveloped in smoke, hoopaapuia i ka u-ahi. 2. E wahi' i kekahi mea. SYN. wrap up."
Clothe,E hookomo lole; e hooaahu SYN. dress.
Highway,1. He alaiiui i hele man la. 2. Alanni aupuni.
Channel,n. Auwaha; kowa'.
Canal,He auwai.
Shriek,He uwa'; uwenui.SYN.scream.
Shrill,Oioi; winiwini.
Wave,"1. Ale. 2. Wave of the hand, peahi lima."
Billow,"Bĭll'ow, n. Ale nui o ke kai."
Billow,n. Ale nui o ke kai.
Stir,"1. E kawili. 2. E hoala. SYN. rouse. 3. E eu; hooeueu. 4. E oni. 5. Stir around; stir your stumps, e eu ka lemu."
Stir,He haunaele; uluaoa SYN. commotion.
Gust,Makani puahiohio.
Marsh,Aina po'ho-poho'.
Swamp,Aina pohopoho
Swamp,E koino. The boat is swamped
Swallow,E ale; e moni.
Absorb,"1. E omo. The thirsty soil absorbs water, ke omo nei ka lepo panoa i ka wai. SYN. drink in. 2. Lilo loa. He is absorbed in his books, lilo loa oia i kona man buke."
Hollow,1. Hakahaka. 2. Oiaio ole; iiookamani. SYN. vain; false.
Wound,v. E hoo-eha.
Wound,n. Eha; palapu'.
Sore,Eha.
Moving,"1. E nee ana. A moving body, he kino nee. 2. Hooala manao. A moving speech, he haiolelo hooala manao."
Shellfish,"Mea ola o ke kai me ka iwi mawaho; e laa ka opihi, papai, ula."
Shell,"1. He pupu. Land shell, pupu kanioe. 2. He poka' pahu'; SYN. bomb."
Shell,1. E ohiki; e poalo. 2. E ki-pu i na poka' pahu'.
Cedar,Laau kedera.
Skip,1. E lelelele. 2. E kikokikoi. 3. E haalele.
Fly,"1. E lele; e hoolele. 2.E hee; e auhee. SYN flee. 3. E holo mama. SYN. run swiftly. 4. E kaalelewa Flying clouds, na ao kaalelewa"
Fly,1. He nalo. 2. He kaa ma'ma'.
Tongue,"1. Alelo; elelo. 2. Olelo. A foreign tongue, he olelo haole."
Language,Olelo.
Alma Mater,Ke kula nui kahi i loaa a i ka haumana ka ike.
Alma mater,"L. A cherishing mother, he makuahine hanai."
Almanac,"1. He alemenaka, papa kuhikuhi la. 2. He buke hoike ana i na mea e pili ana i ka la, mahina, hoku, etc. 3. Nautical almanac, he alemenaka hooholo moku. 4. Medical almanac, he alemenaka hoike laan lapaau."
Calendar,He alemenaka. SYN. almanae.
Old,"1. Kahiko. 2. Apulu. SYN. worn out, (spoken of things only). 3. Old man, kanaka elemakule. 4. Old woman, luwahine."
Wornout,adj. 1. Maluhilkuhi. SYN. tried. 2. Apu'lu. SYN. useless.
Dig,E eli; e kohi.
Net,1. He upena. 2. He ko'ko'.
Net,"Puka. Net gain, waiwai puka."
Net,E puka. SYN. gain.
Chairman,v. Luna hoomalu.
Viceroy,Hope moi.
King,Moi'.
Husband,Kane mare.
Husband,E malama pono. SYN. economise.
Officer,He luna; luna oihana.
Boatswain,n. Luna malama i na lako moku.
Queen,Moi wahine.
Wife,Wahine mare.
Arctic,"Na wahi ka honua e hoopuni ana i ka welau akau. 2. Arc-tic circle, ka poai anu akau. Arc-tic weather, kau anu loa."
Alike,Like a like.
Like,Ka like
Like,1. Ono. SYN. fond of. 2. Makemake. SYN. wish
Like,"Like, pe; penei"
Identical,1. Like loa. 2. Oia maoli no.
Arithmetic,"n. Na helu; arimatika. Mental arithmetic, helu naau. Written arithmetic, helu kakau."
Blemish,n. He ki-na'. SYN. defect; flaw.
Front,1. Ke alo. 2. Imua.
Face,"n. 1. Helehelena; maka. 2. Alo. SYN. front. Face of a building, ke alo o ka hale."
Face,"v. E ku he alo he alo. 2. E alo. Face opposition, e alo i ke ku-e' ia mai."
Presence,"n. 1. Ke alo. Royal presence, alo Moi. 2. Presence of mind, makaukau o ka noonoo; pilihua ole."
Leeward,Malalo.
Dodge,E aloalo'; hooalo.
Evade,E alo ae; e huli ae. SYN. avoid: elude.
Elude,E haliu aku; e aloalo'. SYN. avoid; shun.
Avoid,E kaaokoa.
Avoid,"A-void', v. E kaaokoa."
Attend,"v. 1. E hoolohe. SYN. listen; hear. 2. Attend service, e hele i ka halawai. 3. E lawelawe. To attend on the sick"
Attend,"1. E hoolohe. SYN. listen; hear. 2. Attend service, e hele i ka halawai. 3. E lawelawe. To attend on the sick, e lawelawe no ka poe mai. SYN. wait on."
Escort,1. E huakai hoohanohano. 2. E ukali i mea malama.
Escort,1. He huakai hoohanohano. 2. He poe koa; mea malama.
Accompany,E hele pu; e ukali.
Resist,E pale; e hoo-ku-e'.
Evasive,"Lauwili; pololei ole. An evasive answer, he haina lauwili."
Lumpy,Puupuu; hakuhaku.
Fish,"v. 1. E lawa-i'-a. 2. Fish with rod and line, e kamokoi."
Fish,n. He i'-a.
Patriotism,Ke aloha aina.
Brotherhood,Ka noho ana hoahanau.
Pool,He kiowai; loko.
Humble,Haahaa; akahai.
Aroma,n. He ala. SYN. fragrance.
Fox,He alopeke.
Cooperate,v. E kokua pu. SYN. assist.
Gutter,Kio lepo.
Ravine,Kahawai.
Ravine,n. Kahawai.
Descent,"1. He iho'na. 2. Of Hawaiian descent, no ke kuauhau Hawaii."
Duck,He kaka'; he koloa.
Duck,E luu iloko o ka wai.
Hang,"1. E li. To hang on the gallows, e li ma ka amana. 2. E kaawe. SYN. to hang one's self. 3. Ekau;e kaulai. Hang up to dry, E kaulai i maloo. 4. To hang on the cross, e kaulia ma ke kea."
Sag,E alu; e alualu.
Slacken,1. E hooluolu; hooalualu; eko-o'. SYN. loosen. 2. E hookaulua; palaka.
Stoop,E kulou; hanunu; oohu.
Lax,Palaleha.
Two,Elua.
Twice,Pa-lua.
Dilapidated,"He helelei. SYN. tumble down. A dilapidated house, he hale helelei."
Bark,"Bärk, n. 1. Ili laau. 2. Aoaoa o ka ilio. 3. He moku kia kolu, nona ka pea nui wale no ma ke kia hope; he kiapa."
Bark,"Bärk, v. 1. E aoaoa. 2. E maihi i ka ili o ka laau. 3. E hoopohole i ka ili."
Skin,Ili; alualu.
Skin,E loli i ka ili.
Rough,Kanaka hakaka wale.
Rough,To rough it e noho e like me ka nihi; e noho hemahema.
Rough,"1. Okalakala. A rough voice, leo okalakala. 2. Apuupuu; malualua. A rough country, he aina malualua. 3. Kupikipiki-o'. 4. Keemoa; niha; kamaniha. SYN. surly; crabbed."
Multiplication,Ka hoonui.
Loose,1. E wehe ae; e hoohemo. 2. E kala ; e hookuu.
Loose,"1. Oluolu; alualu. SYN. not tight. 2. Hemo. SYN. not fast. 3. Ino; pono ole. Loose habits, na hana maa mo. A loose life, he noho'na pono ole."
Flabby,adj. Alualu; peheu. SYN. flaccid.
Greedy,Alunu; uha wale.
Rapacious,adj. Hao wale; alunu.
Port,1. Awa ku moku. SYN. harbor. 2. Aoao hema o ka moku.
Mullet,He i'-a; ke anae; amaama.
Succession,"1. Ka hahai ana. Succession of events ka hahai ana o kekahi hana i kekahi hana. 2. Hooilina. Succession to the throne, ka hooilina ana o ka noho alii."
Death,n. Ka make.
Defeat,E hoopio; hooauhuli; hooauhee. SYN. rout; discomfit.
Blacksmith,n. Amara; kanaka kui hao.
Finished,"adj. 1. Hoopau pono ia. A finished piece of work, he hana i hoopau pono ia. 2. A finished education, hoonaauao nui ia. 3. Maikai loa. A finished composition, he haku manao maikai loa."
Gallows,Amana.
Hinge,Ami puka.
Elastic,Holuholu; linalina.
Pendulous,Lewa wale; lewalewa
Springy,Holuholu; napenape. SYN. elastic.
Joint,"1. Kahi i hookuiia. 2. He pona. Joint of sugar cane, pona ko. 3. Ami. Joints of the body, na ami o ke kino."
Burden,He haawe kaumaha; he ukana halihali.
Responsibility,Ku i ka hookolokolo; ili ke kaumaha o kekahi mea. SYN. accountability.
Wink,E imo; awihi.
Sparkle,E huali; hulili; e lilelile.
Glimmer,Uiuiki.
Twinkle,E imo; e imoimo.
Contraction,n. Ka hoopokole ana.
Cutting,n. He mea i okiia; he okina.
Curse,v. E hailiili; e kuamuamu.
Revile,E olelo ino; e hoohenehene: kuamuamu.
Shave,1. E kahi umiumi. 2. Koli; e kolikoli.
Razor,Pahi umiumi.
Dull,1. Oi ole; pihipihi; kumumu. 2. Loiele. SYN. slow; stupid.
